,column,importance
round6,pai_num_groupby_weekday_min,73
round6,pai_num_groupby_month_median,72
round6,shou_num_shift_3,70
round6,is_sale,64
round6,pai_num_shift_3,62
round6,pai_num_shift_7,60
round6,weekofyear,59
round6,pai_num_groupby_weekday_sum,57
round6,daily_delim_5,55
round6,weekday,55
round6,pai_num_shift_4,55
round6,pai_num_groupby_month_min,46
round6,shou_num_shift_5,44
round6,pai_num_groupby_weekday_max,43
round6,pai_num_shift_6,42
round6,pai_num_groupby_month_std,41
round6,pai_num_groupby_month_sum,39
round6,shou_num_shift_4,38
round6,shou_num_shift_7,35
round6,shou_num_shift_6,35
round6,shou_num_groupby_month_std,28
round6,pai_num_groupby_weekday_std,27
round6,daily_delim_3,25
round6,shou_num_groupby_weekday_median,22
round6,shou_num_groupby_month_min,21
round6,shou_num_groupby_weekday_min,18
round6,month,17
round6,shou_num_groupby_month_sum,15
round6,aoi_num,12
round6,shou_num_groupby_month_median,11
round6,shou_num_groupby_month_max,9
round6,shou_num_groupby_weekday_std,9
round6,aoi_area,7
round6,shou_num_groupby_weekday_sum,5
round6,shou_num_groupby_weekday_max,5
round6,is_weekend,2
round6,aoi_type,2
round6,daily_delim_4,0
round6,quarter,0
round6,is_month_start,0
round6,is_month_end,0
round6,is_quarter_start,0
round6,is_quarter_end,0
round6,daily_delim_6,0
round6,daily_delim_2,0
