RDC,RDC_NAME,RDC_LAT,RDC_LGT,CUSTOMER,QUANTITY,WEIGHT,CUSTOMER_LGT,CUSTOMER_LAT,CUSTOMER_NAME
28,成都市/资阳市/眉山市,30.659462,104.065735,855,5261333.875,39290.06175,107.977488,26.583352,黔东南州
28,成都市/资阳市/眉山市,30.659462,104.065735,990,2190997.853,16361.71415,84.873946,45.595886,克拉玛依市
28,成都市/资阳市/眉山市,30.659462,104.065735,825,6247962.362,46657.90707,105.571331,30.513311,遂宁市
28,成都市/资阳市/眉山市,30.659462,104.065735,991,75003681.94,560104.9781,87.617733,43.792818,乌鲁木齐市
28,成都市/资阳市/眉山市,30.659462,104.065735,903,1507120.837,11254.72592,79.92533,37.110687,和田地区
28,成都市/资阳市/眉山市,30.659462,104.065735,998,3356496.206,25065.30593,75.989138,39.467664,喀什地区
28,成都市/资阳市/眉山市,30.659462,104.065735,833,8943809.352,66789.68301,103.761263,29.582024,乐山市
28,成都市/资阳市/眉山市,30.659462,104.065735,973,200043.508,1493.864858,102.019988,35.517744,黄南藏族自治州
28,成都市/资阳市/眉山市,30.659462,104.065735,919,1567402.51,11704.89136,108.979608,34.916582,铜川市
28,成都市/资阳市/眉山市,30.659462,104.065735,23,330959622.2,2471507.093,106.504962,29.533155,重庆市
28,成都市/资阳市/眉山市,30.659462,104.065735,830,10893996.54,81353.09539,105.443348,28.889138,泸州市
28,成都市/资阳市/眉山市,30.659462,104.065735,835,4543326.213,33928.1961,103.001033,29.987722,雅安市
28,成都市/资阳市/眉山市,30.659462,104.065735,813,6306031.863,47091.55267,104.773447,29.352765,自贡市
28,成都市/资阳市/眉山市,30.659462,104.065735,906,1419266.026,10598.65257,88.13963,47.848393,阿勒泰地区
28,成都市/资阳市/眉山市,30.659462,104.065735,858,4753166.48,35495.22021,104.846743,26.584643,六盘水市
28,成都市/资阳市/眉山市,30.659462,104.065735,908,347073.9063,2591.843729,76.16661,39.7153,克孜勒苏柯尔克孜自治州
28,成都市/资阳市/眉山市,30.659462,104.065735,854,6554743.144,48948.85384,107.517156,26.258219,黔南州
28,成都市/资阳市/眉山市,30.659462,104.065735,994,5527268.491,41275.98162,87.304012,44.014577,昌吉回族自治州
28,成都市/资阳市/眉山市,30.659462,104.065735,895,51907.02399,387.6260709,97.178452,31.136875,昌都市
28,成都市/资阳市/眉山市,30.659462,104.065735,887,874913.8261,6533.593774,99.706463,27.826853,迪庆州
28,成都市/资阳市/眉山市,30.659462,104.065735,834,5377472.879,40157.35296,102.258746,27.886762,西昌市
28,成都市/资阳市/眉山市,30.659462,104.065735,816,17749357.99,132546.8765,104.741722,31.46402,绵阳市
28,成都市/资阳市/眉山市,30.659462,104.065735,851,90675350.86,677136.2964,106.713478,26.578343,贵阳市
28,成都市/资阳市/眉山市,30.659462,104.065735,878,2942820.137,21976.09725,101.546046,25.041988,楚雄州
28,成都市/资阳市/眉山市,30.659462,104.065735,831,10120368.56,75575.87395,104.630825,28.760189,宜宾市
28,成都市/资阳市/眉山市,30.659462,104.065735,891,3501598.855,26148.88895,91.132212,29.660361,拉萨市
28,成都市/资阳市/眉山市,30.659462,104.065735,817,12439119.32,92891.60843,106.082974,30.795281,南充市
28,成都市/资阳市/眉山市,30.659462,104.065735,909,1122202.997,8380.275056,82.074778,44.903258,博尔塔拉蒙古自治州/双河市
28,成都市/资阳市/眉山市,30.659462,104.065735,856,4945388.382,36930.67566,109.191555,27.718346,铜仁市
28,成都市/资阳市/眉山市,30.659462,104.065735,86,601236.6097,4489.85449,98.66526,27.741779,怒江州
28,成都市/资阳市/眉山市,30.659462,104.065735,970,261194.2486,1950.520229,100.901059,36.959435,海北藏族自治州
28,成都市/资阳市/眉山市,30.659462,104.065735,88,3929369.617,29343.35257,100.22549,26.87721,丽江市
