,RDC,RDC_NAME,RDC_LAT,RDC_LGT,CUSTOMER,QUANTITY,WEIGHT,CUSTOMER_LGT,CUSTOMER_LAT,CUSTOMER_NAME
206,371,郑州市,34.757975,113.665412,353,2328626.5224093,17389.4837364732,113.583285,37.861188,阳泉市
207,371,郑州市,34.757975,113.665412,372,17202319.5776029,128461.757884144,114.352482,36.103442,安阳市
208,371,郑州市,34.757975,113.665412,392,5584784.94999214,41705.4972641588,114.295444,35.748236,鹤壁市
209,371,郑州市,34.757975,113.665412,377,25376056.2312264,189500.769179669,112.540918,32.999082,南阳市
210,371,郑州市,34.757975,113.665412,376,14697509.3968854,109756.587483752,114.075031,32.123274,信阳市
211,371,郑州市,34.757975,113.665412,972,1224357.91605404,9143.13732320434,102.10327,36.502916,海东市
212,371,郑州市,34.757975,113.665412,350,4499177.59031507,33598.5074383417,112.733538,38.41769,忻州市
213,371,郑州市,34.757975,113.665412,356,3668412.38679881,27394.602322451,112.851274,35.497553,晋城市
214,371,郑州市,34.757975,113.665412,970,261194.248594867,1950.52022910973,100.901059,36.959435,海北藏族自治州
215,371,郑州市,34.757975,113.665412,977,3067807.82605527,22909.4677847341,97.370785,37.374663,海西蒙古族藏族自治州
216,371,郑州市,34.757975,113.665412,396,14968579.4110805,111780.856965323,114.024736,32.980169,驻马店市
217,371,郑州市,34.757975,113.665412,974,244997.993010492,1829.57145507238,100.619542,36.280353,海南藏族自治州
218,371,郑州市,34.757975,113.665412,378,14132299.5800531,105535.770266858,114.341447,34.797049,开封市
219,371,郑州市,34.757975,113.665412,394,21000381.0152014,156824.540392913,114.649653,33.620357,周口市
220,371,郑州市,34.757975,113.665412,391,18308089.3003292,136719.314183786,113.238266,35.23904,焦作市
221,371,郑州市,34.757975,113.665412,355,7330915.11546245,54745.0730922289,113.113556,36.191112,长治市
222,371,郑州市,34.757975,113.665412,352,9066363.65285958,67704.8817288365,113.295259,40.09031,大同市
223,371,郑州市,34.757975,113.665412,358,6061950.3413453,45268.8251455051,111.134335,37.524366,吕梁市
224,371,郑州市,34.757975,113.665412,354,59639931.3790507,445373.101602975,112.736465,37.696495,晋中市
225,371,郑州市,34.757975,113.665412,379,33272955.4235441,248472.441430184,112.434468,34.663041,洛阳市
226,371,郑州市,34.757975,113.665412,357,8233686.50112311,61486.6987576691,111.517973,36.08415,临汾市
227,371,郑州市,34.757975,113.665412,349,3006088.24136007,22448.5644565488,112.433387,39.331261,朔州市
228,371,郑州市,34.757975,113.665412,973,200043.507998248,1493.86485786626,102.019988,35.517744,黄南藏族自治州
229,371,郑州市,34.757975,113.665412,371,330998169.157125,2471794.95035766,113.665412,34.757975,郑州市
230,371,郑州市,34.757975,113.665412,375,12303307.7908906,91877.4087109324,113.307718,33.735241,平顶山市
231,371,郑州市,34.757975,113.665412,398,5343500.24484733,39903.655528012,111.194099,34.777338,三门峡市
232,371,郑州市,34.757975,113.665412,359,12740843.7100432,95144.795592,111.003957,35.022778,运城市
233,371,郑州市,34.757975,113.665412,971,19408570.9690416,144937.380883705,101.778916,36.623178,西宁市
234,371,郑州市,34.757975,113.665412,393,10247331.4051724,76523.9943364246,115.041299,35.768234,濮阳市
235,371,郑州市,34.757975,113.665412,395,29739150.0566481,222083.043918762,114.026405,33.575855,漯河市
236,371,郑州市,34.757975,113.665412,373,28177455.4044498,210420.777129993,113.883991,35.302616,新乡市
237,29,西安市/咸阳市,34.263161,108.948024,908,347073.906254462,2591.84372851756,76.16661,39.7153,克孜勒苏柯尔克孜自治州
238,29,西安市/咸阳市,34.263161,108.948024,937,5178298.43788669,38669.978032831,98.510795,39.744023,嘉峪关市/酒泉市
239,29,西安市/咸阳市,34.263161,108.948024,999,5648384.88045762,42180.4424500128,81.32416,43.91689,伊犁哈萨克自治州
240,29,西安市/咸阳市,34.263161,108.948024,935,4301251.44646152,32120.4544202033,102.187888,38.514238,金昌市/武威市
241,29,西安市/咸阳市,34.263161,108.948024,990,2190997.8530045,16361.7141541655,84.873946,45.595886,克拉玛依市
242,29,西安市/咸阳市,34.263161,108.948024,993,3107705.9190802,23207.4147646798,86.041075,44.305886,石河子市
243,29,西安市/咸阳市,34.263161,108.948024,909,1122202.99668527,8380.27505573946,82.074778,44.903258,博尔塔拉蒙古自治州/双河市
244,29,西安市/咸阳市,34.263161,108.948024,933,3091825.68799502,23088.8259667212,106.684691,35.54279,平凉市
245,29,西安市/咸阳市,34.263161,108.948024,995,994924.129629513,7429.79469001176,89.184078,42.947613,吐鲁番地区
246,29,西安市/咸阳市,34.263161,108.948024,914,2714193.7927897,20268.7843512662,109.939776,33.868319,商洛市
247,29,西安市/咸阳市,34.263161,108.948024,943,3572419.94516459,26677.7595885223,104.173606,36.54568,白银市
248,29,西安市/咸阳市,34.263161,108.948024,996,6527091.00050364,48742.3559370541,86.150969,41.768552,巴音郭楞蒙古自治州/铁门关市
249,29,西安市/咸阳市,34.263161,108.948024,951,31987483.5382187,238872.923332953,106.278179,38.46637,银川市
250,29,西安市/咸阳市,34.263161,108.948024,997,3870905.08466592,28906.7569949278,80.265068,41.170712,阿克苏地区
251,29,西安市/咸阳市,34.263161,108.948024,906,1419266.02594016,10598.6525697904,88.13963,47.848393,阿勒泰地区
252,29,西安市/咸阳市,34.263161,108.948024,902,2382508.69952415,17791.8596579048,93.51316,42.833248,哈密地区
