RDC,RDC_NAME,RDC_LAT,RDC_LGT,CUSTOMER,WEIGHT,CUSTOMER_LGT,CUSTOMER_LAT,CUSTOMER_NAME,TYPE
711,EZhou,30.396536,114.890593,551,1959512.4358372984,117.283042,31.86119,HeFei,Normal
711,EZhou,30.396536,114.890593,554,74921.28462347874,117.018329,32.647574,HuaiNan,Normal
711,EZhou,30.396536,114.890593,555,128301.96690463641,118.507906,31.689362,MaAnShan,Normal
711,EZhou,30.396536,114.890593,556,131482.70150968607,117.043551,30.50883,AnQing,Normal
711,EZhou,30.396536,114.890593,557,105587.17830263713,116.984084,33.633891,SuZhou,Normal
711,EZhou,30.396536,114.890593,558,322539.186671705,115.782939,33.869338,FuYang/BoZhou,Normal
711,EZhou,30.396536,114.890593,559,82982.2427023604,118.317325,29.709239,HuangShan,Normal
711,EZhou,30.396536,114.890593,561,64001.62433036152,116.794664,33.971707,HuaiBei,Normal
711,EZhou,30.396536,114.890593,562,51081.61711726652,117.816576,30.929935,TongLing,Normal
711,EZhou,30.396536,114.890593,564,154947.34627692442,116.507676,31.752889,LiuAn,Normal
711,EZhou,30.396536,114.890593,566,43385.52773207962,117.489157,30.656037,ChiZhou,Normal
711,EZhou,30.396536,114.890593,570,182851.33964017444,118.87263,28.941708,QuZhou,Normal
711,EZhou,30.396536,114.890593,579,1619575.1384061333,119.649506,29.089524,JinHua,Normal
711,EZhou,30.396536,114.890593,592,1716032.1514301994,118.11022,24.490474,XiaMen,Normal
711,EZhou,30.396536,114.890593,593,192766.2909997448,119.527082,26.65924,NingDe,Normal
711,EZhou,30.396536,114.890593,594,319589.9597096193,119.007558,25.431011,PuTian,Normal
711,EZhou,30.396536,114.890593,595,1465403.7493538894,118.589421,24.908853,QuanZhou,Normal
711,EZhou,30.396536,114.890593,596,264851.0769213315,117.661801,24.510897,ZhangZhou,Normal
711,EZhou,30.396536,114.890593,597,113775.40041568318,117.02978,25.091603,LongYan,Normal
711,EZhou,30.396536,114.890593,598,107582.24511906976,117.635001,26.265444,SanMing,Normal
711,EZhou,30.396536,114.890593,599,152346.69220004778,118.178459,26.635627,NanPing,Normal
711,EZhou,30.396536,114.890593,632,153887.94088614098,117.557964,34.856424,ZaoZhuang,Normal
711,EZhou,30.396536,114.890593,635,266147.6808098342,115.980367,36.456013,LiaoCheng,Normal
711,EZhou,30.396536,114.890593,660,208789.50983739548,115.364238,22.774485,ShanWei,Normal
711,EZhou,30.396536,114.890593,691,36977.63468590433,100.797941,22.001724,XiShuangBanNa,Normal
711,EZhou,30.396536,114.890593,692,95222.60581810931,98.578363,24.436694,DeHongZhou,Normal
711,EZhou,30.396536,114.890593,701,41883.40596712847,117.033838,28.238638,YingTan,Normal
711,EZhou,30.396536,114.890593,710,228310.32341824114,112.144146,32.042426,XiangYang,Normal
711,EZhou,30.396536,114.890593,711,55570.47385494952,114.890593,30.396536,EZhou,Normal
711,EZhou,30.396536,114.890593,712,126019.14821319179,113.926655,30.926423,XiaoGan,Normal
711,EZhou,30.396536,114.890593,713,130100.39747902799,114.879365,30.447711,HuangGang,Normal
