,column,importance
round2,shou_num_groupby_month_max,165
round2,daily_delim_1,164
round2,weekday,160
round2,pai_num_shift_7,133
round2,pai_num_shift_3,126
round2,pai_num_shift_6,124
round2,shou_num_groupby_weekday_avg,114
round2,festival,112
round2,shou_num_groupby_weekday_min,105
round2,pai_num_groupby_weekday_max,96
round2,shou_num_groupby_weekday_max,95
round2,shou_num_groupby_month_sum,94
round2,pai_num_groupby_weekday_min,89
round2,shou_num_groupby_month_std,85
round2,pai_num_groupby_month_std,83
round2,pai_num_groupby_weekday_median,82
round2,weekofyear,63
round2,pai_num_groupby_month_min,56
round2,pai_num_groupby_weekday_avg,54
round2,is_sale,49
round2,pai_num_groupby_month_max,36
round2,pai_num_groupby_month_median,34
round2,aoi_area,32
round2,is_weekend,28
round2,aoi_num,27
round2,daily_delim_3,23
round2,pai_num_groupby_month_sum,22
round2,month,21
round2,aoi_type,9
round2,is_month_end,4
round2,is_month_start,2
round2,quarter,0
round2,daily_delim_6,0
round2,daily_delim_4,0
round2,is_quarter_start,0
round2,is_quarter_end,0
round2,daily_delim_2,0
round3,daily_delim_5,239
round3,shou_num_groupby_month_median,225
round3,shou_num_groupby_weekday_median,220
round3,day,220
round3,shou_num_shift_3,204
round3,shou_num_shift_5,196
round3,shou_num_shift_4,187
round3,shou_num_groupby_month_min,185
round3,pai_num_shift_4,171
round3,zone_id,167
round3,shou_num_shift_7,166
round3,dayofyear,163
round3,shou_num_groupby_month_max,162
round3,weekday,162
round3,shou_num_groupby_weekday_std,159
round3,shou_num_shift_6,151
round3,daily_delim_1,150
round3,pai_num_groupby_weekday_std,149
round3,pai_num_shift_3,145
round3,pai_num_shift_5,139
round3,pai_num_shift_6,132
round3,pai_num_shift_7,123
round3,festival,119
round3,shou_num_groupby_month_std,105
round3,shou_num_groupby_weekday_min,97
round3,shou_num_groupby_weekday_avg,96
round3,shou_num_groupby_weekday_max,95
round3,pai_num_groupby_weekday_max,90
round3,pai_num_groupby_weekday_min,89
round3,pai_num_groupby_month_std,68
round3,weekofyear,65
round3,pai_num_groupby_weekday_avg,63
round3,shou_num_groupby_month_sum,59
round3,pai_num_groupby_weekday_median,55
round3,is_sale,46
round3,pai_num_groupby_month_max,36
round3,pai_num_groupby_month_min,33
round3,aoi_area,31
round3,daily_delim_3,29
round3,pai_num_groupby_month_median,29
round3,month,29
round3,is_weekend,27
round3,aoi_num,25
round3,pai_num_groupby_month_sum,22
round3,aoi_type,15
round3,is_month_end,4
round3,is_quarter_end,1
round3,quarter,0
round3,daily_delim_6,0
round3,is_month_start,0
round3,daily_delim_4,0
round3,is_quarter_start,0
round3,daily_delim_2,0
round4,shou_num_groupby_month_median,230
round4,day,226
round4,daily_delim_5,218
round4,shou_num_shift_3,213
round4,shou_num_shift_5,208
round4,shou_num_groupby_weekday_median,207
round4,shou_num_groupby_weekday_std,206
round4,shou_num_shift_7,180
round4,weekday,177
round4,shou_num_groupby_month_min,177
round4,shou_num_shift_4,177
round4,dayofyear,173
round4,shou_num_groupby_month_max,169
round4,pai_num_shift_5,160
round4,daily_delim_1,155
round4,zone_id,151
round4,pai_num_shift_4,150
round4,shou_num_shift_6,145
round4,pai_num_shift_3,142
round4,pai_num_groupby_weekday_std,137
round4,pai_num_shift_7,123
round4,festival,116
round4,shou_num_groupby_weekday_avg,111
round4,pai_num_shift_6,110
round4,shou_num_groupby_weekday_max,106
round4,pai_num_groupby_weekday_max,97
round4,shou_num_groupby_weekday_min,93
round4,shou_num_groupby_month_std,91
round4,shou_num_groupby_month_sum,91
round4,pai_num_groupby_month_std,73
round4,pai_num_groupby_weekday_min,69
round4,weekofyear,62
round4,pai_num_groupby_weekday_avg,58
round4,pai_num_groupby_weekday_median,57
round4,pai_num_groupby_month_min,47
round4,is_sale,46
round4,daily_delim_3,36
round4,pai_num_groupby_month_median,36
round4,aoi_num,32
round4,pai_num_groupby_month_max,31
round4,pai_num_groupby_month_sum,26
round4,aoi_area,24
round4,is_weekend,24
round4,month,17
round4,aoi_type,14
round4,is_month_end,2
round4,is_month_start,1
round4,quarter,0
round4,daily_delim_6,0
round4,daily_delim_4,0
round4,is_quarter_start,0
round4,is_quarter_end,0
round4,daily_delim_2,0
